09:46:00,0,0,0
10:07:00,0,1,0
10:16:00,0,1,0
10:30:00,0,0,0
10:46:00,0,1,0
11:01:00,0,0,0
11:16:00,0,1,0
11:22:00,0,0,0
11:31:00,0,0,0
11:46:00,0,1,0
12:01:00,0,1,0
12:16:00,0,0,0
12:31:00,0,0,0
12:45:00,0,1,0
12:47:00,0,0,0
12:52:00,0,1,0
13:00:00,0,1,0
13:03:00,0,0,0
13:07:00,0,1,0
13:10:00,0,0,0
13:17:00,0,0,0
13:22:00,0,0,0
13:31:00,0,1,0
13:46:00,0,0,0
14:01:00,0,0,0
14:16:00,0,0,0
14:31:00,0,0,0
14:46:00,0,0,0
14:52:00,0,0,0
15:03:00,0,1,0
15:10:00,0,0,0
15:15:00,0,0,0
15:21:00,0,0,0
15:25:00,0,0,0
15:30:00,0,1,0
15:34:00,0,0,0
15:40:00,0,0,0
15:45:00,0,0,0
15:52:00,0,1,0
16:01:00,0,0,0
16:14:00,0,0,0
16:26:00,0,0,0
16:40:00,0,0,0
16:44:00,0,0,0
16:49:00,0,0,0
16:56:00,0,0,0
17:05:00,0,0,0
17:10:00,0,0,0
17:16:00,0,0,0
17:20:00,0,0,0
17:25:00,0,0,0
17:30:00,0,1,0
17:35:00,0,0,0
17:40:00,0,0,0
17:54:00,0,0,0
18:07:00,0,0,0
18:15:00,0,0,0
18:20:00,0,1,0
18:27:00,0,0,0
18:37:00,0,1,0
18:43:00,0,0,0
18:50:00,0,0,0
18:56:00,0,0,0
19:00:00,0,0,0
19:05:00,0,0,0
19:10:00,0,1,0
19:15:00,0,0,0
19:20:00,0,0,0
19:25:00,0,0,0
19:34:00,0,1,0
19:45:00,0,0,0
19:55:00,0,0,0
20:05:00,0,1,0
20:15:00,0,0,0
20:25:00,0,1,0
20:40:00,0,0,0
20:55:00,0,1,0
21:08:00,0,1,0
21:37:00,0,1,0
10:26:00,1,0,0
11:38:00,1,1,0
12:20:00,1,0,0
12:50:00,1,0,0
13:06:00,1,1,0
14:06:00,1,1,0
14:36:00,1,1,0
15:36:00,1,1,0
15:50:00,1,0,0
16:38:00,1,1,0
16:54:00,1,1,0
17:14:00,1,0,0
17:26:00,1,1,0
17:52:00,1,0,0
18:25:00,1,0,0
18:54:00,1,0,0
19:13:00,1,1,0
19:43:00,1,1,0
20:31:00,1,1,0
11:50:00,2,0,0
13:45:00,2,0,0
15:35:00,2,0,0
17:20:00,2,0,0
17:25:00,2,0,0
18:20:00,2,0,0
19:25:00,2,0,0
20:10:00,2,0,0
20:30:00,2,0,0
21:15:00,2,0,0
18:43:00,3,0,0
19:20:00,3,0,0
10:03:00,0,1,1
10:16:00,0,0,1
10:32:00,0,0,1
10:46:00,0,1,1
11:01:00,0,0,1
11:16:00,0,0,1
11:31:00,0,1,1
11:46:00,0,0,1
12:16:00,0,0,1
12:31:00,0,1,1
12:46:00,0,1,1
13:16:00,0,1,1
13:31:00,0,0,1
13:46:00,0,1,1
14:16:00,0,0,1
14:31:00,0,1,1
14:46:00,0,0,1
15:16:00,0,0,1
15:31:00,0,0,1
15:55:00,0,0,1
16:10:00,0,1,1
16:25:00,0,0,1
16:40:00,0,0,1
17:10:00,0,1,1
17:40:00,0,0,1
17:55:00,0,1,1
18:10:00,0,0,1
18:25:00,0,0,1
18:55:00,0,1,1
19:10:00,0,1,1
19:40:00,0,1,1
20:10:00,0,1,1
20:40:00,0,1,1
21:07:00,0,1,1
10:06:00,1,0,1
11:38:00,1,1,1
12:06:00,1,0,1
13:06:00,1,0,1
14:36:00,1,0,1
15:06:00,1,0,1
16:56:00,1,1,1
17:26:00,1,0,1
18:40:00,1,1,1
11:45:00,2,0,1
15:30:00,2,0,1
17:20:00,2,0,1
19:10:00,2,0,1
09:46:00,0,0,2
10:07:00,0,0,2
10:22:00,0,0,2
10:31:00,0,0,2
10:46:00,0,1,2
11:01:00,0,0,2
11:16:00,0,0,2
11:31:00,0,1,2
11:46:00,0,0,2
12:16:00,0,1,2
12:31:00,0,0,2
12:46:00,0,0,2
13:16:00,0,0,2
13:31:00,0,1,2
13:46:00,0,0,2
14:16:00,0,0,2
14:31:00,0,0,2
14:46:00,0,1,2
15:16:00,0,0,2
15:34:00,0,1,2
15:45:00,0,0,2
16:08:00,0,0,2
16:26:00,0,0,2
16:39:00,0,1,2
16:55:00,0,0,2
17:08:00,0,0,2
17:26:00,0,0,2
17:39:00,0,1,2
17:53:00,0,0,2
18:07:00,0,0,2
18:26:00,0,1,2
18:37:00,0,0,2
18:55:00,0,1,2
19:07:00,0,1,2
19:26:00,0,1,2
19:39:00,0,1,2
19:55:00,0,1,2
20:08:00,0,1,2
20:25:00,0,1,2
20:38:00,0,1,2
21:08:00,0,1,2
10:25:00,1,1,2
11:00:00,1,1,2
12:06:00,1,0,2
13:06:00,1,1,2
14:06:00,1,0,2
15:06:00,1,1,2
16:01:00,1,1,2
17:44:00,1,0,2
11:45:00,2,0,2
15:30:00,2,0,2
17:20:00,2,0,2
19:10:00,2,0,2
